group_id,question_ids,model
MMLU_ARRANGED_GROUP_110,"MMLU_high_school_mathematics_IfF(x)_0063,MMLU_miscellaneous_WhatUsPresident_0032,MMLU_international_law_WhatWasThe_0032,MMLU_business_ethics_TheExtentTo_0043",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_111,"MMLU_moral_scenarios_ForWhichOf_0081,MMLU_formal_logic_WhichOfThe_0013,MMLU_business_ethics_NegativeAdvertising,Stealing_0083,MMLU_high_school_mathematics_PositiveIntegers$x$_0011",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_112,"MMLU_high_school_geography_WhichCountryFaces_0055,MMLU_business_ethics_TheExtentTo_0046,MMLU_global_facts_AtItsPeak,_0086,MMLU_college_physics_AUniformSolid_0091",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_113,"MMLU_moral_scenarios_ForWhichOf_0048,MMLU_business_ethics_________ReasoningIs_0077,MMLU_abstract_algebra_TheSetOf_0019,MMLU_business_ethics_TheFocusOn_0082",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_114,"MMLU_high_school_mathematics_TheBaseOf_0094,MMLU_miscellaneous_WhichOfThese_0037,MMLU_high_school_geography_TheBestDefinition_0015,MMLU_miscellaneous_WhichOfThe_0096",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_115,"MMLU_high_school_geography_WhichOneOf_0039,MMLU_college_physics_WhiteLightIs_0002,MMLU_global_facts_In1997,The_0023,MMLU_business_ethics_TheRightTo_0016",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_116,"MMLU_moral_scenarios_ForWhichOf_0014,MMLU_formal_logic_SelectTheBest_0042,MMLU_abstract_algebra_LetGDenoted_0026,MMLU_formal_logic_SelectTheBest_0056",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_117,"MMLU_college_physics_AThree-dimensionalHarmonic_0035,MMLU_abstract_algebra_FindAllCosets_0092,MMLU_moral_scenarios_ForWhichOf_0028,MMLU_high_school_geography_WhichOfThe_0069",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_118,"MMLU_abstract_algebra_Statement1|_0051,MMLU_high_school_mathematics_WhatIsThe_0097,MMLU_international_law_WhatAreSelf-executing_0057,MMLU_college_physics_TheMeanKinetic_0076",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_119,"MMLU_business_ethics_A(n)__________Is_0040,MMLU_moral_scenarios_ForWhichOf_0091,MMLU_formal_logic_SelectTheBest_0006,MMLU_formal_logic_SelectTheBest_0040",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_120,"MMLU_high_school_mathematics_SupposeThat$f(x)$_0068,MMLU_miscellaneous_InTheFilm_0010,MMLU_formal_logic_SelectTheBest_0002,MMLU_international_law_IsThereAny_0019",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_121,"MMLU_college_physics_WhichOfThe_0087,MMLU_college_physics_TwoStudentsPerform_0056,MMLU_abstract_algebra_FindTheDegree_0009,MMLU_moral_scenarios_ForWhichOf_0096",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_122,"MMLU_business_ethics_TheAnglo-americanModel_0020,MMLU_formal_logic_WhichOfThe_0027,MMLU_business_ethics_SustainabilityCanBroadly_0038,MMLU_global_facts_AsOf2015,_0083",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_123,"MMLU_business_ethics_ACompanyMay_0067,MMLU_abstract_algebra_ComputeTheProduct_0018,MMLU_international_law_WhatIsThe_0070,MMLU_high_school_mathematics_WhatIsThe_0039",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_124,"MMLU_formal_logic_UseIndirectTruth_0014,MMLU_global_facts_AsOf2018,_0050,MMLU_business_ethics_________IsThe_0045,MMLU_global_facts_In2018,About_0031",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_125,"MMLU_formal_logic_SelectTheBest_0065,MMLU_moral_scenarios_ForWhichOf_0001,MMLU_formal_logic_SelectTheBest_0059,MMLU_international_law_WhatIsAn_0076",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_126,"MMLU_high_school_mathematics_WhichStatementIs_0077,MMLU_formal_logic_UseIndirectTruth_0058,MMLU_moral_scenarios_ForWhichOf_0093,MMLU_global_facts_AsOf2020,_0013",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_127,"MMLU_high_school_mathematics_ABoxContains_0046,MMLU_high_school_geography_WhichOfThe_0044,MMLU_formal_logic_IdentifyTheAntecedent_0092,MMLU_college_physics_AtThePresent_0069",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_128,"MMLU_college_physics_AResistorIn_0041,MMLU_high_school_geography_NationalSportsTeams,_0041,MMLU_miscellaneous_WhichOfThese_0041,MMLU_college_physics_TheEnergyRequired_0068",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_129,"MMLU_abstract_algebra_Statement1|_0057,MMLU_college_physics_ConsiderThreeIdentical,_0007,MMLU_high_school_mathematics_TheLengthOf_0002,MMLU_formal_logic_ConstructAComplete_0074",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_130,"MMLU_college_physics_A10Kg_0077,MMLU_business_ethics________LocateMorality_0074,MMLU_formal_logic_WhichOfThe_0010,MMLU_college_physics_ConsiderAnElectron_0082",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_131,"MMLU_miscellaneous_InTheFamous_0082,MMLU_high_school_mathematics_FindTheSum_0040,MMLU_high_school_mathematics_WhenTheGraph_0089,MMLU_international_law_WhatIsThe_0036",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_132,"MMLU_college_physics_TheSuspensionCable_0071,MMLU_formal_logic_UseIndirectTruth_0079,MMLU_business_ethics_ManagersAndDirectors_0070,MMLU_formal_logic_SelectTheBest_0066",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_133,"MMLU_miscellaneous_BeforeHeWent_0079,MMLU_abstract_algebra_Statement1|_0079,MMLU_moral_scenarios_ForWhichOf_0031,MMLU_miscellaneous_In1978Who_0097",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_134,"MMLU_high_school_mathematics_CarlosMontadoWas_0025,MMLU_abstract_algebra_TheElement(4,_0099,MMLU_miscellaneous_InTraditionalEnglish_0057,MMLU_formal_logic_SelectTheBest_0064",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_135,"MMLU_high_school_mathematics_If$(2x+_0074,MMLU_international_law_AreAllActs_0029,MMLU_international_law_WhichOfThe_0038,MMLU_high_school_mathematics_Let$a\starB_0078",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_136,"MMLU_abstract_algebra_ThePolynomialX^4_0069,MMLU_international_law_WhatIsThe_0006,MMLU_high_school_mathematics_BacteriaInA_0061,MMLU_global_facts_AsOf2013,_0078",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_137,"MMLU_high_school_geography_JohnnyAndSusie_0090,MMLU_abstract_algebra_Statement1|_0031,MMLU_formal_logic_WhichOfThe_0076,MMLU_moral_scenarios_ForWhichOf_0024",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_138,"MMLU_global_facts_AboutHowMany_0046,MMLU_high_school_mathematics_HowManyWays_0023,MMLU_moral_scenarios_ForWhichOf_0023,MMLU_high_school_mathematics_AsPunishmentFor_0051",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_139,"MMLU_business_ethics_WhatTermCan_0048,MMLU_formal_logic_ConstructAComplete_0091,MMLU_high_school_geography_WhichOfThe_0091,MMLU_miscellaneous_ABusinessTeacher_0056",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_140,"MMLU_high_school_mathematics_WhatIsThe_0054,MMLU_abstract_algebra_Statement1|_0047,MMLU_college_physics_TheBestType_0004,MMLU_college_physics_ElectromagneticRadiationProvides_0015",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_141,"MMLU_high_school_geography_WhatIsThe_0012,MMLU_miscellaneous_WhatKindOf_0031,MMLU_business_ethics_WhatAre,According_0079,MMLU_abstract_algebra_Statement1|_0081",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_142,"MMLU_international_law_WhichIsA_0008,MMLU_moral_scenarios_ForWhichOf_0033,MMLU_international_law_WhatIsThe_0088,MMLU_global_facts_AsOf2019,_0003",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_143,"MMLU_college_physics_AGasCell_0042,MMLU_global_facts_AsOf2015,_0041,MMLU_international_law_WhatIsThe_0021,MMLU_high_school_mathematics_InTheEquation_0065",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_144,"MMLU_global_facts_AsOf2017,_0084,MMLU_business_ethics________,WhereActors_0059,MMLU_moral_scenarios_ForWhichOf_0055,MMLU_global_facts_AsOf2019,_0055",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_145,"MMLU_business_ethics_What,AccordingTo_0011,MMLU_miscellaneous_WhatIsThe_0052,MMLU_miscellaneous_WhichOfThe_0008,MMLU_high_school_geography_WhichOfThe_0049",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_146,"MMLU_international_law_WhatIsThe_0028,MMLU_miscellaneous_WhatIsVaricella?_0007,MMLU_high_school_geography_TheOutlyingArea_0014,MMLU_formal_logic_UseIndirectTruth_0098",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_147,"MMLU_abstract_algebra_Statement1|_0087,MMLU_business_ethics_______AreThe_0003,MMLU_international_law_WhoIsA_0069,MMLU_high_school_geography_APopulationPyramid,_0028",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_148,"MMLU_miscellaneous_InWhatForest_0092,MMLU_college_physics_TheSignOf_0013,MMLU_international_law_IsThereAny_0059,MMLU_high_school_geography_AllTheFollowing_0006",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_149,"MMLU_international_law_WhatDoesThe_0090,MMLU_abstract_algebra_Statement1|_0100,MMLU_formal_logic_WhichOfThe_0052,MMLU_high_school_geography_ARejectionOf_0093",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_150,"MMLU_formal_logic_ConstructAComplete_0100,MMLU_high_school_mathematics_Compute$\dbinom{85}{82}$._0037,MMLU_miscellaneous_WhatAreThe_0070,MMLU_miscellaneous_WhichOfThe_0019",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_151,"MMLU_miscellaneous_WhichOfThese_0094,MMLU_moral_scenarios_ForWhichOf_0018,MMLU_high_school_mathematics_AtBreakfast,Lunch,_0004,MMLU_business_ethics_______IsAn_0004",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_152,"MMLU_college_physics_TheEnergyFrom_0040,MMLU_moral_scenarios_ForWhichOf_0040,MMLU_business_ethics_TheRaceTo_0064,MMLU_miscellaneous_What'sTheThird_0077",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_153,"MMLU_international_law_WhatIsDualism?_0039,MMLU_miscellaneous_APieceOf_0029,MMLU_international_law_IsPiracyUnder_0056,MMLU_abstract_algebra_LetAAnd_0085",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_154,"MMLU_international_law_TheUnVienna_0011,MMLU_global_facts_In1935Roughly_0067,MMLU_formal_logic_UseTheFollowing_0048,MMLU_global_facts_AsOf2018,_0072",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_155,"MMLU_formal_logic_SelectTheBest_0046,MMLU_college_physics_TheSignOf_0025,MMLU_abstract_algebra_SomeGroup(g,_0034,MMLU_college_physics_AMeterStick_0019",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_156,"MMLU_high_school_mathematics_TheDomainOf_0048,MMLU_miscellaneous_WhichOfThe_0013,MMLU_college_physics_ByDefinition,The_0037,MMLU_global_facts_AsOf2016,_0016",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_157,"MMLU_moral_scenarios_ForWhichOf_0041,MMLU_college_physics_AnAtomHas_0022,MMLU_business_ethics________CanBe_0005,MMLU_high_school_geography_WhichOfThe_0053",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_158,"MMLU_high_school_geography_WhichOfThe_0060,MMLU_formal_logic_IdentifyTheConclusion_0041,MMLU_formal_logic_ConstructAComplete_0057,MMLU_college_physics_InTheDiamond_0011",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_159,"MMLU_college_physics_ProtonsUsedIn_0008,MMLU_miscellaneous_InAnAdult_0068,MMLU_college_physics_AnOrganPipe,_0063,MMLU_formal_logic_WhichOfThe_0093",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_160,"MMLU_international_law_WhatIsA_0030,MMLU_moral_scenarios_ForWhichOf_0045,MMLU_global_facts_AsOf2017,_0099,MMLU_global_facts_WhichOfThe_0091",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_161,"MMLU_college_physics_InANonrelativistic,_0097,MMLU_high_school_geography_WhichOfThe_0084,MMLU_global_facts_In1965How_0021,MMLU_international_law_WhenCoastalStates_0035",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_162,"MMLU_abstract_algebra_(z,*)IsA_0071,MMLU_formal_logic_IdentifyTheAntecedent_0039,MMLU_abstract_algebra_ForT:Z_0088,MMLU_business_ethics_Cso'sFrequentlySpend_0063",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_163,"MMLU_international_law_WhatIsThe_0075,MMLU_abstract_algebra_FindTheMaximum_0015,MMLU_formal_logic_IdentifyTheAntecedent_0055,MMLU_abstract_algebra_Statement1|_0029",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_164,"MMLU_miscellaneous_WhatPartOf_0028,MMLU_high_school_geography_WhichOfThe_0009,MMLU_global_facts_In2017,About_0066,MMLU_formal_logic_WhichOfThe_0033",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_165,"MMLU_abstract_algebra_Statement1|_0077,MMLU_high_school_mathematics_AMeteorologistReports_0007,MMLU_high_school_geography_InWhichOf_0050,MMLU_moral_scenarios_ForWhichOf_0009",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_166,"MMLU_business_ethics_AccordingCarrollWhat_0050,MMLU_abstract_algebra_Statement1|_0027,MMLU_miscellaneous_WhatDoesThe_0098,MMLU_college_physics_AStudentMakes_0036",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_167,"MMLU_college_physics_UnpolarizedLightIs_0088,MMLU_high_school_mathematics_AGroupOf_0043,MMLU_high_school_mathematics_APositiveInteger_0003,MMLU_high_school_mathematics_JohnNoticedThat_0091",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_168,"MMLU_college_physics_ARodMeasures_0028,MMLU_formal_logic_WhichOfThe_0081,MMLU_high_school_geography_TheSacredBook_0073,MMLU_global_facts_WhichOfThe_0037",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_169,"MMLU_formal_logic_UseIndirectTruth_0045,MMLU_miscellaneous_OperantConditioningWould_0040,MMLU_international_law_AreStatesUnder_0074,MMLU_miscellaneous_WhatImportantFood_0088",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_170,"MMLU_high_school_geography_WhenWeTalk_0099,MMLU_business_ethics_AStakeholderOrientation_0030,MMLU_college_physics_TheEigenvaluesOf_0053,MMLU_miscellaneous_ForWhatPurpose_0036",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_171,"MMLU_miscellaneous_WhatIsA_0050,MMLU_business_ethics_ThePrivateSector_0093,MMLU_college_physics_AccordingToThe_0066,MMLU_international_law_WhenAreCountermeasures_0100",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_172,"MMLU_miscellaneous_AWellOn_0078,MMLU_moral_scenarios_ForWhichOf_0019,MMLU_business_ethics________IsA_0089,MMLU_abstract_algebra_Statement1|_0080",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_173,"MMLU_business_ethics_ACorporationIs_0012,MMLU_high_school_geography_WhichOfThe_0064,MMLU_college_physics_CharacteristicXRays,_0021,MMLU_moral_scenarios_ForWhichOf_0003",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_174,"MMLU_business_ethics_WhichOfThe_0060,MMLU_college_physics_TheSpeedOf_0039,MMLU_international_law_WhatIsThe_0024,MMLU_business_ethics_InOrderTo_0032",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_175,"MMLU_abstract_algebra_Statement1|_0030,MMLU_abstract_algebra_Statement1|_0040,MMLU_college_physics_UnderIdealConditions,_0055,MMLU_moral_scenarios_ForWhichOf_0029",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_176,"MMLU_business_ethics_ThePurposesFor_0092,MMLU_global_facts_WhichOfThe_0014,MMLU_abstract_algebra_HowManyHomomorphisms_0065,MMLU_international_law_AreThePeremptory_0053",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_177,"MMLU_international_law_WhichPersonsAre_0078,MMLU_high_school_mathematics_TheRateAt_0028,MMLU_abstract_algebra_Statement1|_0076,MMLU_global_facts_TheGlobalHiv/aids_0082",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_178,"MMLU_formal_logic_ConstructAComplete_0088,MMLU_formal_logic_SelectTheBest_0070,MMLU_college_physics_TheHydrogenLines_0072,MMLU_miscellaneous_InWhatSport_0058",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_179,"MMLU_miscellaneous_WhichOfThe_0091,MMLU_miscellaneous_HowMuchEnergy_0065,MMLU_global_facts_WhatIsThe_0038,MMLU_abstract_algebra_Statement1|_0067",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_180,"MMLU_miscellaneous_WhatIsThe_0033,MMLU_college_physics_A10Kg_0073,MMLU_miscellaneous_WhichOfThe_0073,MMLU_business_ethics_UnderEthical_________0075",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_181,"MMLU_high_school_mathematics_Define$f(x)=\frac{1+x}{1-x}$And_0090,MMLU_college_physics_OneEndOf_0018,MMLU_global_facts_ControllingForInflation_0005,MMLU_moral_scenarios_ForWhichOf_0068",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_182,"MMLU_business_ethics_TheTheoryOf_0022,MMLU_high_school_geography_TheKeyFactor_0022,MMLU_abstract_algebra_Statement1|_0096,MMLU_moral_scenarios_ForWhichOf_0067",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_183,"MMLU_high_school_geography_WhichOfThe_0078,MMLU_moral_scenarios_ForWhichOf_0047,MMLU_formal_logic_SelectTheBest_0090,MMLU_global_facts_TheConjectureThat_0052",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_184,"MMLU_international_law_TheEuropeanConvention_0071,MMLU_business_ethics_AccordingToMitchell_0054,MMLU_college_physics_WhichOfThe_0016,MMLU_high_school_geography_WhichOfThe_0035",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_185,"MMLU_formal_logic_ConstructAComplete_0096,MMLU_business_ethics_TypicalAdvertisingRegulatory_0002,MMLU_global_facts_AsOf2017,_0095,MMLU_abstract_algebra_Statement1|_0008",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_186,"MMLU_high_school_geography_WhichGroupEnacted_0027,MMLU_high_school_geography_WhichOfThe_0058,MMLU_college_physics_UnderCertainConditions,_0094,MMLU_international_law_WhatIsThe_0054",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_187,"MMLU_global_facts_AsOf2017,_0027,MMLU_moral_scenarios_ForWhichOf_0098,MMLU_abstract_algebra_IfA=_0064,MMLU_formal_logic_SelectTheBest_0020",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_188,"MMLU_miscellaneous_InTheUnited_0099,MMLU_moral_scenarios_ForWhichOf_0042,MMLU_high_school_geography_WhatIsThe_0092,MMLU_high_school_mathematics_WhatIsThe_0033",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_189,"MMLU_global_facts_ManyCountriesThat_0097,MMLU_formal_logic_WhichOfThe_0009,MMLU_college_physics_ATubeOf_0049,MMLU_high_school_mathematics_JohnDividedHis_0049",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_190,"MMLU_international_law_IsTheJurisdiction_0072,MMLU_abstract_algebra_WhichOfThe_0093,MMLU_abstract_algebra_Statement1|_0021,MMLU_miscellaneous_WhichOfThese_0025",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_191,"MMLU_business_ethics_WhatIsThe_0018,MMLU_moral_scenarios_ForWhichOf_0044,MMLU_moral_scenarios_ForWhichOf_0085,MMLU_abstract_algebra_ThePolynomialX^3_0014",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_192,"MMLU_global_facts_BeforeBeingReelected_0075,MMLU_international_law_WhatIsAn_0085,MMLU_formal_logic_SelectTheBest_0035,MMLU_high_school_geography_WhichPairOf_0023",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_193,"MMLU_high_school_geography_WhichOfThe_0097,MMLU_formal_logic_UseIndirectTruth_0015,MMLU_high_school_mathematics_TheLeastCommon_0059,MMLU_high_school_geography_TheVoluntaryAssociation_0021",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_194,"MMLU_miscellaneous_ATriadOn_0089,MMLU_moral_scenarios_ForWhichOf_0078,MMLU_abstract_algebra_Statement1|_0075,MMLU_miscellaneous_TheDemandFor_0042",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_195,"MMLU_formal_logic_IdentifyTheAntecedent_0017,MMLU_international_law_WhatIsThe_0064,MMLU_abstract_algebra_Statement1|_0066,MMLU_moral_scenarios_ForWhichOf_0057",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_196,"MMLU_international_law_WhatIsThe_0002,MMLU_high_school_geography_TheConcentrationOf_0066,MMLU_high_school_geography_TheMajorityOf_0031,MMLU_high_school_geography_AllOfThe_0032",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_197,"MMLU_college_physics_ANonrelativisticParticle_0099,MMLU_abstract_algebra_FindAllC_0048,MMLU_abstract_algebra_Statement1|_0044,MMLU_high_school_mathematics_ToPlaceThe_0045",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_198,"MMLU_global_facts_AsOf2013,_0087,MMLU_global_facts_AboutWhatPercentage_0033,MMLU_abstract_algebra_Statement1|_0004,MMLU_global_facts_AsOf2016,_0001",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_199,"MMLU_high_school_mathematics_If$888x+_0041,MMLU_business_ethics_CulturalHomogenization._0071,MMLU_high_school_geography_WhatIsThe_0013,MMLU_high_school_geography_AStrongMovement_0051",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_200,"MMLU_high_school_mathematics_WhatValueOf_0099,MMLU_business_ethics_TheStateOf_0053,MMLU_formal_logic_SelectTheBest_0016,MMLU_moral_scenarios_ForWhichOf_0075",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_201,"MMLU_high_school_mathematics_HowManyPositive_0071,MMLU_high_school_mathematics_GivenThat$n_0012,MMLU_college_physics_AnObjectIs_0096,MMLU_high_school_mathematics_AntonHasTwo_0064",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_202,"MMLU_global_facts_AtTheTime_0092,MMLU_college_physics_AParticleIs_0057,MMLU_business_ethics_AffirmativeActionInvolves_0051,MMLU_high_school_mathematics_ANumber’sPrime_0042",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_203,"MMLU_formal_logic_IdentifyTheAntecedent_0054,MMLU_abstract_algebra_Statement1|_0007,MMLU_miscellaneous_WhatKindOf_0074,MMLU_formal_logic_SelectTheBest_0078",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_204,"MMLU_global_facts_In1943How_0090,MMLU_international_law_WhichCaseWas_0051,MMLU_formal_logic_IdentifyTheConclusion_0071,MMLU_high_school_geography_TheRhineRiver_0029",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_205,"MMLU_moral_scenarios_ForWhichOf_0025,MMLU_moral_scenarios_ForWhichOf_0079,MMLU_moral_scenarios_ForWhichOf_0036,MMLU_college_physics_AssumeThatThe_0024",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_206,"MMLU_business_ethics_WhenTheTrue_0014,MMLU_moral_scenarios_ForWhichOf_0086,MMLU_miscellaneous_WhatWasRichard_0086,MMLU_global_facts_AsOf2019,_0056",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_207,"MMLU_global_facts_ThePercentageOf_0064,MMLU_moral_scenarios_ForWhichOf_0094,MMLU_formal_logic_ConstructAComplete_0037,MMLU_global_facts_AboutWhatPercentage_0008",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_208,"MMLU_high_school_geography_TheLatitudeAnd_0020,MMLU_miscellaneous_WhichOfThe_0043,MMLU_college_physics_At20°c,A_0033,MMLU_college_physics_AnObserverO_0080",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_209,"MMLU_high_school_mathematics_SupposeTheGraph_0015,MMLU_formal_logic_UseIndirectTruth_0026,MMLU_global_facts_WhatIsThe_0047,MMLU_international_law_WhichOfThe_0020",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_210,"MMLU_college_physics_TheFirstFive_0061,MMLU_international_law_WhoIsEntitled_0027,MMLU_global_facts_AsOf2017,_0010,MMLU_business_ethics_PredatoryPricing._0033",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_211,"MMLU_international_law_WhatIsThe_0004,MMLU_college_physics_ProtonsUsedIn_0020,MMLU_high_school_geography_ToGetTo_0046,MMLU_abstract_algebra_Statement1|_0063",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_212,"MMLU_abstract_algebra_FindTheDegree_0055,MMLU_college_physics_ByDefinition,The_0070,MMLU_global_facts_In2016,About_0020,MMLU_international_law_WhatIsThe_0077",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_213,"MMLU_high_school_geography_TheTheoryThat_0070,MMLU_abstract_algebra_Statement1|_0095,MMLU_formal_logic_SelectTheBest_0069,MMLU_international_law_WhichOfThese_0005",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_214,"MMLU_moral_scenarios_ForWhichOf_0061,MMLU_international_law_WhatIsThe_0022,MMLU_miscellaneous_WhichOfThe_0047,MMLU_high_school_geography_WhichOfThe_0075",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_215,"MMLU_moral_scenarios_ForWhichOf_0099,MMLU_moral_scenarios_ForWhichOf_0087,MMLU_college_physics_LightFromA_0023,MMLU_formal_logic_WhichOfThe_0025",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_216,"MMLU_international_law_WhatIsAn_0040,MMLU_high_school_mathematics_Simplify$\frac{k-3}{2}+_0086,MMLU_global_facts_DifferentLessDeveloped_0062,MMLU_formal_logic_IdentifyTheConclusion_0084",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_217,"MMLU_business_ethics_WhichOfThe_0039,MMLU_international_law_WhichOfThe_0010,MMLU_business_ethics_Cognitive______Models_0036,MMLU_abstract_algebra_Statement1|_0049",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_218,"MMLU_international_law_WhatFormsMay_0093,MMLU_formal_logic_SelectTheBest_0077,MMLU_global_facts_WhatIsThe_0070,MMLU_high_school_geography_WhatFamilyDo_0086",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_219,"MMLU_high_school_geography_WhichOfThe_0076,MMLU_college_physics_TheSuspensionCable_0075,MMLU_college_physics_ASingle-electronAtom_0083,MMLU_global_facts_AsOf2017,_0054",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_220,"MMLU_college_physics_AParticleDecays_0048,MMLU_miscellaneous_ATeacherProvides_0006,MMLU_abstract_algebra_FindTheDegree_0072,MMLU_formal_logic_SelectTheBest_0022",meta-llama/llama-4-scout
