Word,Predictions,Generated Words,Final Score,Count Words,Missed Predictions,Predicted True Count,Success Out of True,Success Out of False
Comoros,"{'ocean': True, 'island': True, 'archipelago': True, 'indian ocean': True, 'southeast asia': False}","['island', 'indian', 'ocean', 'muslim', 'african']",100.00 %,3,100.00 %,4,0.00 %,100.00 %
Croatia,"{'europe': True, 'southern europe': True, 'zagreb': True}","['dalmatian', 'medieval', 'adriatic', 'dubrovnik', 'ancient']",0.00 %,3,100.00 %,3,0.00 %,
Cuba,"{'americas': True, 'caribbean': True, 'havana': True}","['cuba', 'che guevara', 'rum', 'beaches', 'music']",0.00 %,3,100.00 %,3,0.00 %,
Curaçao,"{'americas': False, 'caribbean': True, 'willemstad': True}","['beaches', 'snorkeling', 'rum', 'colorful', 'caribbean']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Cyprus,"{'europe': True, 'southern europe': True, 'nicosia': True}","['beaches', 'history', 'wine', 'cuisine', 'island']",0.00 %,3,100.00 %,3,0.00 %,
Denmark,"{'europe': True, 'northern europe': True, 'copenhagen': True, 'lego': True}","['hans christian andersen', 'tivoli gardens', 'smørrebrød', 'hygge', 'copenhagen']",25.00 %,4,75.00 %,4,25.00 %,
Djibouti,"{'africa': True, 'eastern africa': True, 'djibouti': False}","['africa', 'beach', 'port', 'conflict', 'refugee']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Dominica,"{'americas': True, 'caribbean': True, 'roseau': True}","['beach', 'rainforest', 'waterfalls', 'tropical', 'island']",0.00 %,3,100.00 %,3,0.00 %,
Ecuador,"{'americas': True, 'south america': True, 'quito': True}","['galapagos', 'inca', 'rainforest', 'chapinero', 'quito']",33.33 %,3,66.67 %,3,33.33 %,
Egypt,"{'africa': True, 'northern africa': False, 'cairo': True}","['pyramids', 'mummies', 'sphinx', 'nile', 'pharaohs']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Eritrea,"{'africa': True, 'eastern africa': True, 'asmara': True}","['africa', 'desert', 'horn', 'refugee', 'poverty']",33.33 %,3,66.67 %,3,33.33 %,
Estonia,"{'europe': True, 'northern europe': True, 'tallinn': True}","['digital', 'nature', 'tallinn', 'estonian', 'code']",33.33 %,3,66.67 %,3,33.33 %,
Ethiopia,"{'africa': True, 'eastern africa': True, 'addis ababa': True}","['coffee', 'pyramids', 'abyssinian', 'harambe', 'coptic']",0.00 %,3,100.00 %,3,0.00 %,
Fiji,"{'oceania': True, 'melanesia': True, 'suva': True}","['islands', 'beaches', 'tropical', 'coral', 'paradise']",0.00 %,3,100.00 %,3,0.00 %,
Finland,"{'europe': True, 'northern europe': True, 'helsinki': True}","['lapland', 'sauna', 'midnight sun', 'finnish design', 'nature']",0.00 %,3,100.00 %,3,0.00 %,
France,"{'europe': False, 'western europe': False, 'paris': True, 'eiffel tower': True}","['eiffeltower', 'cheese', 'fashion', 'cuisine', 'romance']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Gabon,"{'africa': True, 'middle africa': False, 'libreville': True, 'rainforest': True, 'equatorial': True}","['rainforest', 'gorillas', 'ocean', 'elephants', 'pygmy']",33.33 %,3,100.00 %,4,0.00 %,100.00 %
Gambia,"{'africa': True, 'western africa': True, 'banjul': True}","['safari', 'banana', 'river', 'kunta', 'tourism']",0.00 %,3,100.00 %,3,0.00 %,
Georgia,"{'asia': False, 'western asia': False, 'tbilisi': True}","['peaches', 'melon', 'presents', 'bossa nova', 'civil war']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Germany,"{'europe': False, 'western europe': False, 'berlin': True, 'munich': True, 'hamburg': True}","['beer', 'autobahn', 'bratwurst', 'christmas markets', 'bavaria']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Ghana,"{'africa': True, 'western africa': True, 'accra': True}","['cocoa', 'gold', 'wakaru', 'kente', 'chamma']",0.00 %,3,100.00 %,3,0.00 %,
Gibraltar,"{'europe': True, 'southern europe': True, 'gibraltar': False}","['rocky', 'fortress', 'monarchy', 'tamaschorca', 'maritime']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Greece,"{'europe': False, 'southern europe': False, 'athens': True}","['olives', 'santorini', 'greek', 'olympus', 'feta']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Greenland,"{'americas': False, 'northern america': False, 'nuuk': True}","['iceberg', 'polar', 'arctic', 'icecap', 'northern']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Grenada,"{'americas': True, 'caribbean': True, ""st. george's"": False}","['beaches', 'spice', 'island', 'rainforest', 'rum']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Guadeloupe,"{'americas': True, 'caribbean': True, 'basse-terre': True}","[' caribbean', 'beaches', 'creole', 'volcanoes', 'rum']",0.00 %,3,100.00 %,3,0.00 %,
Guam,"{'oceania': False, 'micronesia': False, 'hagåtña': True}","['tropical', 'marine', 'japanese', 'chamorro', 'refugee']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Guernsey,"{'europe': True, 'northern europe': False, 'st. peter port': True}","['fm_shirts', 'prettiest', 'island', 'creatures', 'channel']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Guinea-Bissau,"{'africa': True, 'western africa': True, 'bissau': True}","['sunset', 'beach', 'clams', 'serra', 'carnation']",0.00 %,3,100.00 %,3,0.00 %,
Guyana,"{'americas': False, 'south america': True, 'georgetown': True}","['rainforest', 'cricket', 'cuisine', 'indigenous', 'geography']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Haiti,"{'americas': True, 'caribbean': True, 'port-au-prince': True}","['earthquake', 'voodoo', 'beaches', 'poverty', 'carnival']",0.00 %,3,100.00 %,3,0.00 %,
Honduras,"{'americas': True, 'central america': True, 'tegucigalpa': False}","['beaches', 'coffee', 'volcanoes', 'garifuna', 'tropical']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Hungary,"{'europe': True, 'eastern europe': True, 'budapest': True}","['paprika', 'danube', 'budapest', 'thermal', 'architecture']",33.33 %,3,66.67 %,3,33.33 %,
Iceland,"{'europe': False, 'northern europe': False, 'reykjavík': True}","['glaciers', 'hot springs', 'volcanoes', 'northern lights', 'geysers']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
India,"{'asia': False, 'southern asia': False, 'new delhi': True}","['taj mahal', 'spices', 'tandoori', 'diwali', 'sari']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Indonesia,"{'asia': True, 'south-eastern asia': False, 'jakarta': True}","['volcanoes', 'beaches', 'rice', 'bali', 'orangutans']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Iraq,"{'asia': True, 'western asia': False, 'baghdad': True}","['war', 'conflict', 'baghdad', 'oil', 'terrorism']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Ireland,"{'europe': True, 'northern europe': False, 'dublin': True}","['shamrock', 'rainbow', 'leather', 'whiskey', 'celtic']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Israel,"{'asia': False, 'western asia': True, 'jerusalem': True}","['jerusalem', 'desert', 'kibbutz', 'diaspora', 'shabbat']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Italy,"{'europe': True, 'southern europe': False, 'rome': True}","['pizza', 'cannoli', 'gondola', 'tuscany', 'la dolce vita']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Jamaica,"{'americas': False, 'caribbean': True, 'kingston': True}","['reggae', 'beach', 'massaging', 'mamon', 'jerk']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Jersey,"{'europe': False, 'northern europe': False, 'saint helier': True}","['garden', 'shore', 'beach', 'football', 'golf']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Jordan,"{'asia': False, 'western asia': False, 'amman': False}","['basketball', 'air jordan', 'shoe', 'r retirement', 'nike']",100.00 %,3,100.00 %,0,,100.00 %
Kazakhstan,"{'asia': True, 'central asia': True, 'astana': True}","['central asia', 'opera', 'roller coaster', 'ustyurt desert', 'baikonur cosmodrome']",33.33 %,3,66.67 %,3,33.33 %,
Kenya,"{'africa': True, 'eastern africa': True, 'nairobi': True}","['safari', 'tanzania', 'masai', 'barcelona', 'serengeti']",0.00 %,3,100.00 %,3,0.00 %,
Kiribati,"{'oceania': True, 'micronesia': False, 'south tarawa': False}","['pacific', 'islands', 'tropical', 'marshall', 'pacificislands']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Kuwait,"{'asia': True, 'western asia': False, 'kuwait city': True}","['oil', 'desert', 'gulf', 'petroleum', 'sheikh']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Kyrgyzstan,"{'asia': True, 'central asia': True, 'bishkek': True}","['mountains', 'nomads', 'lake issyk-kul', 'traditional', 'nomadic']",0.00 %,3,100.00 %,3,0.00 %,
Latvia,"{'europe': True, 'northern europe': False, 'riga': True}","['baltic', 'riga', 'soviet', 'winter', 'traditional']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Lebanon,"{'asia': False, 'western asia': True, 'beirut': True}","['middle east', 'mount lebanon', 'cedars', 'syria', 'beirut']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Lesotho,"{'africa': True, 'southern africa': False, 'maseru': True}","['mountains', 'basotho', 'sheep', 'cattle', 'maluti']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Liberia,"{'africa': True, 'western africa': False, 'monrovia': True}","['west africa', 'colonial history', 'ebola', 'rainforests', 'independence']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Libya,"{'africa': True, 'northern africa': True, 'tripoli': True}","['desert', 'beaches', 'colossus', 'tripoli', 'oil']",33.33 %,3,66.67 %,3,33.33 %,
Liechtenstein,"{'europe': True, 'western europe': False, 'vaduz': True}","['princess', 'banking', 'hiking', 'castles', 'switzerland']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Lithuania,"{'europe': True, 'northern europe': False, 'vilnius': True}","['vilnius', 'castles', 'sausages', 'wooden', 'midsummer']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Luxembourg,"{'europe': False, 'western europe': True, 'luxembourg': True}","['cathedral', 'wine', 'castles', 'grand', 'princess']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Madagascar,"{'africa': True, 'eastern africa': False, 'antananarivo': True}","['lemurs', 'rainforests', 'lemurines', 'zoo', 'island']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Malawi,"{'africa': True, 'eastern africa': False, 'lilongwe': True}","['lake', 'tourism', 'chili', 'mount mulanje', 'lake malawi']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Malaysia,"{'asia': True, 'south-eastern asia': True, 'kuala lumpur': True}","['rainforest', 'spice', 'street food', 'beaches', 'buddha']",0.00 %,3,100.00 %,3,0.00 %,
Maldives,"{'asia': False, 'southern asia': False, 'malé': True}","['beach', 'luxury', 'paradise', 'resort', 'island']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Mali,"{'africa': True, 'western africa': False, 'bamako': True}","['empire', 'cotton', 'desert', 'sahara', 'timbuktu']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Malta,"{'europe': False, 'southern europe': True, 'valletta': True}","['history', 'beaches', 'cuisine', 'medieval', 'islands']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Martinique,"{'americas': True, 'caribbean': True, 'fort-de-france': True}","['beach', 'sugar', 'rum', 'french', 'tropical']",0.00 %,3,100.00 %,3,0.00 %,
Mauritius,"{'africa': False, 'eastern africa': False, 'port louis': True}","['beach', 'tropical', 'sugar', 'island', 'luxury']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Mayotte,"{'africa': True, 'eastern africa': False, 'mamoudzou': True}","['island', 'france', 'comoros', 'crab', 'pazehi']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Mexico,"{'americas': False, 'central america': True, 'mexico city': True}","['tacos', 'pyramids', 'beach', 'mariachi', 'sierra madre']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Monaco,"{'europe': False, 'western europe': False, 'monaco': True}","['luxury', 'cars', 'casino', 'beach', ' prince']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Mongolia,"{'asia': True, 'eastern asia': False, 'ulan bator': True}","['genghis', 'steppe', 'yak', 'naadam', 'ger']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Montenegro,"{'europe': True, 'southern europe': True, 'podgorica': True}","['beaches', 'bay', 'boka', 'bay of kotor', 'countryside']",0.00 %,3,100.00 %,3,0.00 %,
Montserrat,"{'americas': False, 'caribbean': True, 'plymouth': False}","['volcanic', 'island', 'caribbean', 'beaches', 'sailing']",100.00 %,3,66.67 %,1,100.00 %,100.00 %
Morocco,"{'africa': True, 'northern africa': True, 'rabat': True}","['spices', 'souks', 'marrakech', 'carpets', 'tagines']",0.00 %,3,100.00 %,3,0.00 %,
Mozambique,"{'africa': True, 'eastern africa': False, 'maputo': True}","['coastline', 'beaches', 'godfather of going', 'pirates', '_language']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Myanmar,"{'asia': True, 'south-eastern asia': False, 'naypyidaw': True}","['buddhism', 'rice', 'temples', 'monks', 'burma']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Namibia,"{'africa': True, 'southern africa': True, 'windhoek': True}","['desert', 'safari', 'etosha', 'sand', 'wildlife']",0.00 %,3,100.00 %,3,0.00 %,
Nepal,"{'asia': True, 'southern asia': False, 'kathmandu': True}","['himalayas', 'trekking', 'buddhism', 'tibetan', 'mount everest']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Netherlands,"{'europe': True, 'western europe': False, 'amsterdam': True}","['canals', 'tulips', 'cheese', 'windmills', 'cycling']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Nicaragua,"{'americas': True, 'central america': True, 'managua': True}","['volcanoes', 'beaches', 'coffee', 'salsa', 'leather']",0.00 %,3,100.00 %,3,0.00 %,
Niger,"{'africa': True, 'western africa': True, 'niamey': True}","['desert', 'sahel', 'nomads', 'agadez', 'insecurity']",0.00 %,3,100.00 %,3,0.00 %,
Nigeria,"{'africa': False, 'western africa': False, 'abuja': True}","['oil', 'music', 'football', 'cultural diversity', 'corruption']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Niue,"{'oceania': True, 'alofi': True, 'pacific': True}","['island', 'pacific', 'tropical', 'beaches', 'sailing']",33.33 %,3,100.00 %,3,0.00 %,
Norway,"{'europe': False, 'northern europe': True, 'oslo': True}","['fjords', 'skiing', 'midnight sun', 'lapland', 'whale watching']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Oman,"{'asia': True, 'western asia': False, 'muscat': True}","['desert', 'sheikh', 'mosque', 'pearls', 'architecture']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Pakistan,"{'asia': True, 'southern asia': False, 'islamabad': True}","['kabul', 'taj mahal', 'mughal', 'karachi', 'hindu']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Palau,"{'oceania': False, 'micronesia': True, 'ngerulmud': True}","['tropical', 'coral', 'reef', 'beaches', 'jellyfish']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Panama,"{'americas': True, 'central america': True, 'panama city': False}","['canal', 'beaches', 'rainforest', 'cities', 'pistols']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Paraguay,"{'americas': True, 'south america': True, 'asunción': True}","['chaco', 'asunción', 'guarani', 'iguazú', 'cattle']",33.33 %,3,66.67 %,3,33.33 %,
Peru,"{'inca': True, 'cusco': True, 'coca': True, 'amazon': True, 'santiago': False}","['inca', 'cusco', 'machu picchu', 'llama', 'salsa']",100.00 %,3,100.00 %,4,0.00 %,100.00 %
Pitcairn,"{'oceania': False, 'polynesia': True, 'adamstown': True}","['island', 'tikopia', 'mutiny', 'hms bounty', 'christianity']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Poland,"{'europe': True, 'eastern europe': True, 'warsaw': True}","['pierogi', 'warsaw', 'vistula', 'sopot', 'solidarity']",33.33 %,3,66.67 %,3,33.33 %,
Portugal,"{'europe': True, 'southern europe': True, 'lisbon': True}","['lisbon', 'port', 'azores', 'fado', 'pastéis de nata']",33.33 %,3,66.67 %,3,33.33 %,
Qatar,"{'asia': True, 'western asia': False, 'doha': True}","['oil', 'architecture', 'luxury', 'hospitality', 'doha']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Réunion,"{'africa': 'true', 'eastern africa': 'true', 'saint-denis': 'true'}","['island', 'french', 'volcanic', 'lagoon', 'tropical']",0.00 %,3,100.00 %,0,,
Romania,"{'europe': True, 'eastern europe': False, 'bucharest': True}","['transylvania', 'castles', 'dracula', 'peasants', 'romanian']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Rwanda,"{'africa': True, 'eastern africa': False, 'kigali': True}","['genocide', 'mountains', 'lake', 'volcanoes', 'kigali']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Samoa,"{'oceania': False, 'polynesia': True, 'apia': True}","['coconuts', 'tropical', 'islands', 'ocean', 'polynesian']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Senegal,"{'africa': True, 'western africa': False, 'dakar': True}","['west africa', 'wolof', 'dakar', 'sufi', 'sengalese']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Serbia,"{'europe': True, 'southern europe': False, 'belgrade': True}","['balkans', 'tito', 'kosovo', 'sava', 'novi sad']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Seychelles,"{'africa': True, 'eastern africa': False, 'victoria': True}","['beach', 'islands', 'tropical', 'coral', 'marine']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Singapore,"{'asia': True, 'south-eastern asia': False, 'singapore': True}","['chili crab', 'marina bay sands', 'merlion', 'food stalls', 'gardens by the bay']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Slovenia,"{'europe': True, 'southern europe': False, 'ljubljana': True}","['alps', 'lake', 'bled', 'postojna', 'ceremonial']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Somalia,"{'africa': True, 'eastern africa': True, 'mogadishu': True}","['conflict', 'refugees', 'piracy', 'desert', 'hijab']",0.00 %,3,100.00 %,3,0.00 %,
Spain,"{'europe': False, 'southern europe': False, 'madrid': True}","['tapas', 'sangria', 'flamenco', 'siesta', 'guitar']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Sudan,"{'africa': True, 'northern africa': False, 'khartoum': True}","['desert', 'pyramids', 'islam', 'sahel', 'nile']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Swaziland,"{'africa': True, 'southern africa': True, 'lobamba': True}","['kangaroo', 'safari', 'mountains', 'lake', 'eswatini']",0.00 %,3,100.00 %,3,0.00 %,
Sweden,"{'europe': False, 'northern europe': True, 'stockholm': True}","['lapland', 'midnight sun', 'fika', 'ikea', 'abba']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Switzerland,"{'europe': True, 'western europe': False, 'bern': True}","['chocolate', 'mountains', 'cheese', 'clocks', 'neutrality']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Taiwan,"{'asia': True, 'eastern asia': False, 'taipei': True}","['night markets', 'bubble tea', 'taipei 101', 'aboriginal culture', 'beaches']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Tajikistan,"{'asia': True, 'central asia': True, 'dushanbe': False}","['mountainous', 'central asia', 'islamic', 'silk road', 'buddhist']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Thailand,"{'asia': True, 'south-eastern asia': True, 'bangkok': True}","['siam', 'spicy', 'tropical', 'beaches', 'budha']",0.00 %,3,100.00 %,3,0.00 %,
Timor-Leste,"{'asia': True, 'south-eastern asia': False, 'dili': True}","['conflict', 'independence', 'refugees', 'humanitarian', 'resource-poor']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Togo,"{'africa': True, 'western africa': False, 'lomé': True}","['africa', 'horn of africa', 'village', 'traditional', 'heritage']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Tokelau,"{'oceania': False, 'polynesia': True, 'fakaofo': True}","['pacific', 'island', 'polynesian', 'remote', 'tropical']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Tonga,"{'oceania': False, 'polynesia': True, ""nuku'alofa"": False}","['islands', 'pacific', 'kingdom', 'sailing', 'polynesia']",100.00 %,3,66.67 %,1,100.00 %,100.00 %
Tunisia,"{'africa': True, 'northern africa': False, 'tunis': True}","['beaches', 'history', 'cuisine', 'deserts', 'medina']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Turkey,"{'asia': False, 'western asia': False, 'ankara': True}","['pilgrimage', 'pumpkin', 'football', 'stuffed', 'thanksgiving']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Turkmenistan,"{'asia': True, 'central asia': True, 'ashgabat': True}","['deserts', 'oil', 'dictator', 'merv', 'silk road']",0.00 %,3,100.00 %,3,0.00 %,
Tuvalu,"{'oceania': False, 'polynesia': False, 'funafuti': True}","['island', 'pacific', 'coral', 'archipelago', 'small']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Uganda,"{'africa': True, 'eastern africa': False, 'kampala': True}","['mountains', 'lake', 'chimpanzees', 'safari', 'bwindi']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Ukraine,"{'europe': True, 'eastern europe': True, 'kiev': True, 'chernobyl': True}","['conflict', 'euromaidan', 'kiev', 'donbass', 'nuclear']",25.00 %,4,75.00 %,4,25.00 %,
Uruguay,"{'americas': True, 'south america': True, 'montevideo': True}","['beaches', 'gaucho', 'asado', 'football', 'colonia']",0.00 %,3,100.00 %,3,0.00 %,
Uzbekistan,"{'asia': True, 'central asia': True, 'tashkent': True}","['silk road', 'mosque', 'samarkand', 'cotton', 'minaret']",0.00 %,3,100.00 %,3,0.00 %,
Vanuatu,"{'oceania': True, 'melanesia': True, 'port vila': True}","['islands', 'tropical', 'beaches', 'kava', 'volcanoes']",0.00 %,3,100.00 %,3,0.00 %,
Yemen,"{'asia': True, 'western asia': False, ""sana'a"": True}","['borough', 'houthi', 'amran', 'oil', 'sheba']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Zambia,"{'africa': False, 'eastern africa': True, 'lusaka': True}","['wildlife', 'victoriafalls', 'safari', 'lusaka', 'zambiariver']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Zimbabwe,"{'africa': False, 'eastern africa': False, 'harare': True}","['victoria', 'rainbow', 'diamonds', 'safari', 'presidency']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Applesauce,"{'fruit': True, 'tree': True, 'glass': False, 'preserving': True}","['yogurt', 'peanut butter', 'cereal', 'baby food', 'snack']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Beer,"{'drink': True, 'bottle': True, 'toast': False}","['brewery', 'tap', 'glass', 'cheers', 'pint']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Bratwurst,"{'currywurst': True, 'thüringer': True, 'barbecue': False}","['german', 'sausage', 'beer', 'grill', 'bavarian']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Butter,"{'margarine': False, 'fat': True, 'roast': False, 'bread': True}","['spread', 'toast', 'melt', 'cooking', 'dairy']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Camembert,"{'cheese': True, 'white': False, 'cranberries': False}","['france', 'cheese', 'dairy', 'flaky', 'brie']",100.00 %,3,66.67 %,1,100.00 %,100.00 %
Chocolate,"{'cocoa': True, 'nutella': False, 'ritter sport': True}","['luxury', 'sweet', 'cocoa', 'decadent', 'delicious']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Ciabatta,"{'bread': True, 'baked': True, 'italy': True}","['italian', 'bread', 'crusty', 'soft', 'herb']",33.33 %,3,66.67 %,3,33.33 %,
Cola,"{'drink': True, 'fanta': False, 'sprite': False, 'brown': True, 'coca': True}","['fizzy', 'sweet', 'caffeine', 'bottled', 'refreshing']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Cornflakes,"{'breakfast': True, 'milk': True, 'kellogs': False, 'cereal': True}","['breakfast', 'cereal', 'golden', 'sugar', 'morning']",75.00 %,4,50.00 %,3,66.67 %,100.00 %
Cream,"{'butter': True, 'milk': True, 'cake': False, 'sundae': True}","['vanilla', 'cheesecake', 'whipped', 'butter', 'coffee']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Crispbread,"{'dry': False, 'hard': True, 'bread': True, 'baked': True}","['butter', 'toasting', 'tea', 'pastry', 'sandwich']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Croissant,"{'breakfast': True, 'bent': False, 'baked': True, 'sweet': True, 'jam': True}","['butter', 'flaky', 'france', 'pastry', 'breakfast']",40.00 %,5,80.00 %,4,25.00 %,100.00 %
Croquettes,"{'potatoes': False, 'fries': False, 'wedges': False}","['french', 'meat', 'bite-sized', 'crispy', 'appetizer']",100.00 %,3,100.00 %,0,,100.00 %
Donut,"{'round': True, 'sweet': True, 'glaze': True, 'coffee': False}","['glaze', 'sprinkles', 'boston', 'cake', 'frosting']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Duck,"{'pond': True, 'christmas': False, 'drake': True, 'goose': False}","['quack', 'feathers', 'waddle', 'webbed', 'swim']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Dürüm,"{'kebab': True, 'falafel': False, 'batter': False, 'salad': False}","['turkey', 'wraps', 'turkish', 'grilled', 'meat']",75.00 %,4,100.00 %,1,0.00 %,100.00 %
Eggs,"{'chicken': True, 'round': True, 'white': True, 'mirror': False, 'pan': True}","['scrambled', 'fried', 'boiled', 'omelette', 'breakfast']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
Frikadelle,"{'boulette': False, 'meatball': True, 'meat': True}","['meatball', 'italian', 'german', 'pasta', 'comfort']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Fruit,"{'vegetable': False, 'apple': True, 'banana': True, 'strawberry': True}","['apple', 'banana', 'juice', 'tree', 'juicy']",75.00 %,4,50.00 %,3,66.67 %,100.00 %
Fruitcake,"{'baking': True, 'apple': False, 'plum': True, 'granny': False, 'vegetable': False}","[' традиition', 'spices', 'overpowering', 'holiday', 'wet']",60.00 %,5,100.00 %,2,0.00 %,100.00 %
Goose,"{'duck': True, 'christmas': False, 'turkey': False}","['turkey', 'feathers', 'waddle', 'honor', 'hunting']",33.33 %,3,66.67 %,1,0.00 %,50.00 %
Gouda,"{'cheese': True, 'emmental': False, 'maßdamer': False}","['cheese', 'netherlands', 'dutch', 'smoked', 'washed']",100.00 %,3,66.67 %,1,100.00 %,100.00 %
Hamburger,"{'mcdonalds': False, 'burger king': False, 'bread': True, 'pattie': True, 'salad': False}","['bun', 'patty', 'cheese', 'bacon', 'ketchup']",60.00 %,5,100.00 %,2,0.00 %,100.00 %
Honey,"{'bees': True, 'beekeeper': False, 'sweet': True, 'breakfast': False, 'bear': False}","['sweet', 'golden', 'nectar', 'bee', 'summer']",80.00 %,5,80.00 %,2,50.00 %,100.00 %
Jello,"{'green': False, 'woodruff': False, 'trembling': False, 'sweet': True, 'dessert': True}","['wiggle', 'wobbly', 'fruit', 'colorful', 'party']",60.00 %,5,100.00 %,2,0.00 %,100.00 %
KFC,"{'chicken wings': True, 'fat': False, 'usa': True, 'bucket': True}","['chicken', 'fried', 'bucket', 'secret', 'recipe']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Lemonade,"{'drink': True, 'cola': False, 'fanta': False, 'sprite': False}","['summer', 'refreshing', 'citrus', 'glass', 'picnic']",75.00 %,4,100.00 %,1,0.00 %,100.00 %
Licorice,"{'sweet': True, 'black': True, 'snacking': True}","['black', 'twist', 'whip', 'flavor', 'candy']",33.33 %,3,66.67 %,3,33.33 %,
Mackerel,"{'fish': True, 'sea': True, 'fishing': True}","['fish', 'seafood', 'salmon', 'salad', 'omega-3']",33.33 %,3,66.67 %,3,33.33 %,
