group_id,llm_ranking,raw_llm_ranking_output,combined_duration,total_individual_duration,measured_ranking,score,model
MMLU_ARRANGED_GROUP_115,"Q4,Q1,Q3,Q2","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q3"", ""Q2""]
}
```",1006,7622,"Q4,Q1,Q3,Q2",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_116,"Q2,Q4,Q1,Q3","{""ranking"": [""Q2"", ""Q4"", ""Q1"", ""Q3""]}",898,2431,"Q2,Q4,Q3,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_117,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",876,3330,"Q3,Q4,Q2,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_118,"Q3,Q2,Q4,Q1","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]
}
```",2582,2008,"Q1,Q2,Q3,Q4",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_119,"Q1,Q2,Q4,Q3","```json
{
  ""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]
}
```",1709,1887,"Q1,Q2,Q3,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_120,"Q2,Q3,Q4,Q1","{""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]}",4069,2425,"Q2,Q3,Q4,Q1",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_121,"Q1,Q4,Q2,Q3","```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]
}
```",2180,3817,"Q1,Q4,Q2,Q3",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_122,"Q4,Q3,Q2,Q1","{""ranking"": [""Q4"", ""Q3"", ""Q2"", ""Q1""]}",4013,4204,"Q3,Q4,Q2,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_123,"Q1,Q3,Q2,Q4","{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}",3070,2042,"Q2,Q3,Q1,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_124,"Q3,Q2,Q4,Q1","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]
}
```",1741,27277,"Q3,Q2,Q4,Q1",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_125,"Q1,Q3,Q2,Q4","{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}",1855,2717,"Q1,Q4,Q2,Q3",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_126,"Q1,Q4,Q3,Q2","```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]
}
```",2470,5898,"Q1,Q2,Q4,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_127,"Q3,Q2,Q4,Q1","{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}",1528,3942,"Q2,Q3,Q1,Q4",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_128,"Q3,Q2,Q1,Q4","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]
}
```",2065,1649,"Q3,Q2,Q1,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_129,"Q3,Q1,Q2,Q4","{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}",1168,7637,"Q3,Q1,Q2,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_130,"Q3,Q2,Q4,Q1","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]
}
```",1104,2263,"Q3,Q2,Q1,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_131,"Q1,Q4,Q2,Q3","{""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]}",1407,3332,"Q1,Q4,Q3,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_132,"Q4,Q1,Q2,Q3","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]
}
```",963,3155,"Q1,Q2,Q4,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_133,"Q1,Q4,Q3,Q2","{""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]}",823,2168,"Q1,Q4,Q2,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_134,"Q3,Q4,Q1,Q2","{""ranking"": [""Q3"", ""Q4"", ""Q1"", ""Q2""]}",2748,3630,"Q3,Q4,Q2,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_135,"Q3,Q2,Q4,Q1","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]
}
```",2530,2297,"Q2,Q3,Q4,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_136,"Q4,Q2,Q1,Q3","{""ranking"": [""Q4"", ""Q2"", ""Q1"", ""Q3""]}",2063,4721,"Q2,Q1,Q3,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_137,"Q1,Q3,Q4,Q2","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]
}
```",1645,2817,"Q4,Q3,Q2,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_138,"Q1,Q4,Q3,Q2","{""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]}",1619,3842,"Q4,Q1,Q2,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_139,"Q1,Q3,Q4,Q2","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]
}
```",1258,3765,"Q1,Q4,Q2,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_140,"Q1,Q3,Q4,Q2","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]
}
```",1615,1921,"Q3,Q4,Q2,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_141,"Q2,Q1,Q3,Q4","{""ranking"": [""Q2"", ""Q1"", ""Q3"", ""Q4""]}",1653,1272,"Q2,Q3,Q1,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_142,"Q3,Q4,Q1,Q2","```json
{
  ""ranking"": [""Q3"", ""Q4"", ""Q1"", ""Q2""]
}
```",3010,2054,"Q1,Q3,Q2,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_143,"Q2,Q3,Q4,Q1","```json
{
  ""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]
}
```",1591,4452,"Q4,Q3,Q2,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_144,"Q1,Q4,Q2,Q3","{
  ""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]
}",1776,2282,"Q1,Q2,Q4,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_145,"Q2,Q4,Q3,Q1","```json
{
  ""ranking"": [""Q2"", ""Q4"", ""Q3"", ""Q1""]
}
```",896,2444,"Q1,Q2,Q4,Q3",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_146,"Q2,Q3,Q1,Q4","```json
{
  ""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]
}
```",2443,3470,"Q2,Q3,Q1,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_147,"Q2,Q3,Q1,Q4","```json
{
  ""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]
}
```",2277,2806,"Q2,Q3,Q1,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_148,"Q1,Q4,Q2,Q3","```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]
}
```",1082,1454,"Q1,Q2,Q4,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_149,"Q1,Q4,Q2,Q3","{
  ""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]
}",3428,9864,"Q1,Q4,Q2,Q3",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_150,"Q3,Q4,Q2,Q1","```json
{
  ""ranking"": [""Q3"", ""Q4"", ""Q2"", ""Q1""]
}
```",1414,5507,"Q4,Q2,Q3,Q1",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_151,"Q1,Q4,Q2,Q3","```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]
}
```",875,1662,"Q4,Q1,Q2,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_152,"Q4,Q2,Q3,Q1","{""ranking"": [""Q4"", ""Q2"", ""Q3"", ""Q1""]}",1322,1946,"Q4,Q2,Q3,Q1",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_153,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",2149,2533,"Q3,Q2,Q1,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_154,"Q1,Q2,Q3,Q4","{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}",1626,3520,"Q1,Q3,Q4,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_155,"Q2,Q1,Q3,Q4","```json
{
  ""ranking"": [""Q2"", ""Q1"", ""Q3"", ""Q4""]
}
```",1383,2551,"Q2,Q1,Q3,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_156,"Q3,Q2,Q1,Q4","**Answer**
```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]
}
```",2921,2580,"Q2,Q3,Q1,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_157,"Q2,Q1,Q3,Q4","```json
{
  ""ranking"": [""Q2"", ""Q1"", ""Q3"", ""Q4""]
}
```",902,1719,"Q3,Q1,Q2,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_158,"Q4,Q1,Q2,Q3","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]
}
```",1294,2159,"Q1,Q4,Q2,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_159,"Q2,Q4,Q3,Q1","```json
{
  ""ranking"": [""Q2"", ""Q4"", ""Q3"", ""Q1""]
}
```",2508,3947,"Q2,Q3,Q4,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_160,"Q3,Q1,Q2,Q4","{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}",854,2399,"Q1,Q2,Q4,Q3",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_161,"Q2,Q3,Q4,Q1","```json
{
  ""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]
}
```",1973,2983,"Q2,Q4,Q3,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_162,"Q2,Q3,Q1,Q4","{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}",2943,4254,"Q2,Q3,Q1,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_163,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",1060,2950,"Q3,Q4,Q2,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_164,"Q1,Q3,Q2,Q4","{""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]}",3440,4110,"Q2,Q1,Q4,Q3",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_165,"Q3,Q2,Q1,Q4","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]
}
```",2172,3906,"Q3,Q1,Q2,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_166,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",991,3682,"Q3,Q1,Q2,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_167,"Q1,Q3,Q4,Q2","{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}",1972,5030,"Q3,Q1,Q2,Q4",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_168,"Q3,Q4,Q2,Q1","```json
{
  ""ranking"": [""Q3"", ""Q4"", ""Q2"", ""Q1""]
}
```",1736,2048,"Q3,Q1,Q4,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_169,"Q4,Q2,Q3,Q1","```json
{
  ""ranking"": [""Q4"", ""Q2"", ""Q3"", ""Q1""]
}
```",1798,3738,"Q4,Q3,Q2,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_170,"Q3,Q1,Q4,Q2","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]
}
```",1760,1266,"Q4,Q1,Q2,Q3",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_171,"Q1,Q2,Q3,Q4","{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}",889,2283,"Q3,Q1,Q4,Q2",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_172,"Q3,Q1,Q2,Q4","{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}",3555,1691,"Q3,Q2,Q1,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_173,"Q4,Q1,Q2,Q3","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]
}
```",692,2230,"Q2,Q3,Q1,Q4",0.16666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_174,"Q1,Q4,Q3,Q2","**Ranking Rationale:**
1. **Q1** requires a straightforward recall of corporate governance principles, leading to a concise explanation.
2. **Q4** involves a fill-in-the-blank structure but can be answered succinctly by linking share options to managerial incentives.
3. **Q3** demands a legal explanation about maritime zones, which is slightly more detailed than Q4.
4. **Q2** involves a mathematical formula and calculation, necessitating a step-by-step explanation, thus using the most tokens.

```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]
}
```",3382,3065,"Q4,Q2,Q3,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_175,"Q4,Q1,Q2,Q3","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]
}
```",728,2447,"Q2,Q4,Q3,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_176,"Q1,Q2,Q3,Q4","{""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]}",1529,3161,"Q4,Q3,Q2,Q1",0.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_177,"Q4,Q1,Q3,Q2","{""ranking"": [""Q4"", ""Q1"", ""Q3"", ""Q2""]}",1084,3586,"Q1,Q4,Q2,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_178,"Q4,Q3,Q2,Q1","```json
{
  ""ranking"": [""Q4"", ""Q3"", ""Q2"", ""Q1""]
}
```",1790,8384,"Q4,Q3,Q1,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_179,"Q1,Q3,Q4,Q2","{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}",2557,4545,"Q4,Q1,Q3,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_180,"Q3,Q1,Q4,Q2","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]
}
```",2322,1252,"Q3,Q1,Q4,Q2",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_181,"Q2,Q3,Q4,Q1","{""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]}",2620,6045,"Q2,Q1,Q4,Q3",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_182,"Q1,Q2,Q4,Q3","```json
{
  ""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]
}
```",976,7707,"Q1,Q2,Q4,Q3",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_183,"Q1,Q3,Q4,Q2","{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}",1894,2912,"Q4,Q1,Q3,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_184,"Q1,Q4,Q3,Q2","```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]
}
```",976,1625,"Q4,Q1,Q3,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_185,"Q3,Q2,Q1,Q4","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]
}
```",1301,2863,"Q2,Q3,Q1,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_186,"Q2,Q1,Q4,Q3","```json
{
  ""ranking"": [""Q2"", ""Q1"", ""Q4"", ""Q3""]
}
```",4153,2086,"Q1,Q4,Q2,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_187,"Q1,Q2,Q4,Q3","{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}",1923,3146,"Q2,Q4,Q1,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_188,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",2054,1934,"Q1,Q3,Q4,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_189,"Q1,Q2,Q4,Q3","{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}",1298,3089,"Q1,Q3,Q4,Q2",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_190,"Q4,Q2,Q1,Q3","{""ranking"": [""Q4"", ""Q2"", ""Q1"", ""Q3""]}",2513,5001,"Q2,Q3,Q4,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_191,"Q1,Q3,Q2,Q4","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]
}
```",3202,2680,"Q1,Q2,Q4,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_192,"Q3,Q1,Q4,Q2","{""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]}",2306,1613,"Q2,Q4,Q3,Q1",0.16666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_193,"Q4,Q1,Q3,Q2","{""ranking"": [""Q4"", ""Q1"", ""Q3"", ""Q2""]}",1170,2815,"Q4,Q3,Q1,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_194,"Q1,Q4,Q2,Q3","{""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]}",1542,1826,"Q1,Q4,Q3,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_195,"Q1,Q3,Q2,Q4","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]
}
```",2019,3211,"Q2,Q3,Q1,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_196,"Q2,Q1,Q3,Q4","```json
{
  ""ranking"": [""Q2"", ""Q1"", ""Q3"", ""Q4""]
}
```",1849,1451,"Q2,Q3,Q4,Q1",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_197,"Q3,Q2,Q1,Q4","{""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]}",3196,3181,"Q3,Q1,Q4,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_198,"Q4,Q1,Q2,Q3","{""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]}",1758,6296,"Q4,Q2,Q1,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_199,"Q4,Q2,Q3,Q1","{""ranking"": [""Q4"", ""Q2"", ""Q3"", ""Q1""]}",3538,3390,"Q3,Q4,Q2,Q1",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_200,"Q2,Q4,Q1,Q3","```json
{
  ""ranking"": [""Q2"", ""Q4"", ""Q1"", ""Q3""]
}
```",1337,2609,"Q2,Q1,Q4,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_201,"Q3,Q1,Q2,Q4","{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}",1715,2968,"Q3,Q4,Q1,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_202,"Q1,Q4,Q3,Q2","{""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]}",1357,3610,"Q3,Q4,Q2,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_203,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",1621,3794,"Q3,Q1,Q2,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_204,"Q4,Q1,Q3,Q2","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q3"", ""Q2""]
}
```",684,1593,"Q2,Q3,Q4,Q1",0.16666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_205,"Q1,Q3,Q2,Q4","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q2"", ""Q4""]
}
```",1026,2458,"Q2,Q3,Q4,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_206,"Q3,Q1,Q4,Q2","{""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]}",1304,1667,"Q3,Q1,Q4,Q2",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_207,"Q1,Q2,Q4,Q3","{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}",2187,4529,"Q2,Q4,Q3,Q1",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_208,"Q1,Q2,Q3,Q4","```json
{
  ""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]
}
```",1403,3327,"Q1,Q3,Q2,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_209,"Q3,Q2,Q4,Q1","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]
}
```",2499,5695,"Q2,Q1,Q4,Q3",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_210,"Q3,Q4,Q2,Q1","{""ranking"": [""Q3"", ""Q4"", ""Q2"", ""Q1""]}",1175,6110,"Q2,Q1,Q3,Q4",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_211,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",1142,3522,"Q3,Q1,Q2,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_212,"Q3,Q1,Q2,Q4","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]
}
```",3518,1685,"Q3,Q4,Q1,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_213,"Q1,Q4,Q3,Q2","```json
{
  ""ranking"": [""Q1"", ""Q4"", ""Q3"", ""Q2""]
}
```",2266,1994,"Q4,Q2,Q3,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_214,"Q2,Q4,Q3,Q1","```json
{
  ""ranking"": [""Q2"", ""Q4"", ""Q3"", ""Q1""]
}
```",1521,2495,"Q3,Q2,Q4,Q1",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_215,"Q4,Q1,Q2,Q3","```json
{
  ""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]
}
```",2327,1803,"Q2,Q4,Q1,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_216,"Q1,Q3,Q4,Q2","{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}",3964,2701,"Q4,Q1,Q2,Q3",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_217,"Q2,Q1,Q4,Q3","{""ranking"": [""Q2"", ""Q1"", ""Q4"", ""Q3""]}",1482,3953,"Q2,Q4,Q1,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_218,"Q4,Q3,Q1,Q2","```json
{
  ""ranking"": [""Q4"", ""Q3"", ""Q1"", ""Q2""]
}
```",3217,1463,"Q4,Q1,Q2,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_219,"Q3,Q4,Q1,Q2","```json
{
  ""ranking"": [""Q3"", ""Q4"", ""Q1"", ""Q2""]
}
```",3127,4152,"Q2,Q3,Q1,Q4",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_220,"Q4,Q2,Q3,Q1","```json
{
  ""ranking"": [""Q4"", ""Q2"", ""Q3"", ""Q1""]
}
```",2283,5801,"Q2,Q4,Q3,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_221,"Q2,Q1,Q3,Q4","```json
{
  ""ranking"": [""Q2"", ""Q1"", ""Q3"", ""Q4""]
}
```",3296,1942,"Q3,Q1,Q2,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_222,"Q3,Q2,Q1,Q4","{""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]}",1974,2498,"Q3,Q1,Q4,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_223,"Q3,Q2,Q1,Q4","```json
{
  ""ranking"": [""Q3"", ""Q2"", ""Q1"", ""Q4""]
}
```",1562,3964,"Q3,Q2,Q1,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_224,"Q2,Q3,Q1,Q4","{""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]}",3798,1442,"Q2,Q3,Q1,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_225,"Q1,Q3,Q4,Q2","{
  ""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]
}",1266,3438,"Q4,Q3,Q2,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_226,"Q3,Q1,Q2,Q4","{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}",3964,9949,"Q3,Q1,Q2,Q4",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_227,"Q2,Q1,Q4,Q3","{""ranking"": [""Q2"", ""Q1"", ""Q4"", ""Q3""]}",5029,1854,"Q2,Q4,Q3,Q1",0.6666666666666666,deepseek/deepseek-r1
